,type,text,Predicted_value
311,1,"THIS @EricHolder  ASSHOLE IS WHY I BOUGHT A GUN, JOINED THE @NRA  AND CARRY LOCKED AND LOADED",0
344,1,Man I done loss so many friends to gun violence and childish beefs im at the point idc what friend dip now,0
13,1,"He is desperate ""Aright""",0
18,1,JFC,0
19,1,It’s a reverse lottery some unfortunates will win it :(( we do need to demand results from our elected officials or… ,0
35,1,Didn’t realize how much he looks like a Meercat until a tweet was sent.,0
95,1,New Democratic Party #AngryDemocratMob #AngryMob #ThursdayThoughts #WalkAwayFromDemocrats2018 Democrats Are Violent… ,0
103,1,"@TopRopeTravis Sometimes gun violence is a good thing g, tomorrow 2 obnoxious rich brats are tieing the knot, the Q… ",0
124,1,@ldykinkel @SteveScalise @wyllyf Stop inciting violence by threatening liberals with a civil war. I have had a carr… ,0
170,1,.@AMarch4OurLives @delaneytarr @davidhogg111 @MattxRed @Ryan_Deitsch @lauren_hoggs @JaclynCorin #VoteForOurLives,0
174,1,"kanye and his wife have actually changed things and done good......
more that can be said for the opposition that j… ",0
192,1,I contributed! You can too!,0
193,1,Zero the hero !,0
195,1,Democrats denounce 'deceitful' Trump claims of Venezuela-style socialism ,0
204,1,"At this time, NO but as the dems/libs keep encouraging violence that could change.",0
210,1,"@CF_Farrow Obviously that comment about the gun is tongue in cheek, for the avoidance of doubt for loons with no se… ",0
224,1,It is way too early to give Kanye West and @realDonaldTrump that much credit.,0
230,1,"To the President, Mr. Trump , I know how to control the gun violence in America! I would love to tell you ,Please reply!",0
244,1,"@LynnyontheFly @adamscoll @jaketapper @CNN Politics can be ugly. Trump turned it lethal:

Ridiculing a handicapped… ",0
261,1,this is disgusting,0
278,1,“Furious” #Delay #MorningAfter,0
281,1,His days of freedom are probably numbered. That's why he's barking so much.,0
287,1,Let this set in...,0
289,1,"I find this disgusting that kavanaugh, refused to shake the hand of a shooting victim's father. So wrong. If that w… ",0
313,1,Faculty and staff attended active shooter in crisis training hosted by LifeSafety Solutions and provided by… ,0
328,1,"""Corporate money in politics is what prevents us from doing something about gun violence"" 

— Shuttle Commander Mar… ",0
329,1,"@MsAmarieA @jazz60123 @RealCandaceO But it isn’t about access, otherwise we’d have historic amounts of gun crime ac… ",0
331,1,"I'm proud to receive a failing grade from the NRA.

When I’m re-elected, I will continue to fight to make sure our… ",0
336,1,@EricHolder @POTUS44 @HillaryClinton @HouseGOP @HouseDemocrats Recall this is the same EHolder who headed up Obama’… ,0
338,1,"[Story] 6 year-old young girl in Flint, Michigan is a victim of gun violence after deadly shooting. ",0
343,1,@ThisIsKassia @colourmeamused_ @cpcwrites @SpaceArtAl @petersagal He says he's the voice of truth to his base. Who… ,0
352,1,@KamalaHarris People are the problem. Why is there gun violence now?In the 70’s and 80’s people owned guns!We hunte… ,0
354,1,@daniadams91 you are a rock star! Keep up your amazing work.,0
356,1,"I'm proud to recieve a failing grade from the NRA.

When I’m re-elected, I will continue to fight to make sure our… ",0
358,1,Fire every staff member in this joint,0
400,1,👇👇👇👇👇👇👇👇👇👇,0
5,1,😡😡😡😡😡😡😡😡😡,0
18,1,@malavemark @omh1989 @anonymous_leeks @DavidBRobinson4 @SenCoryGardner @soultweeting If you want a more specific ex… ,0
39,1,Omg that’s so fucked up! They should be fired or sued! No matter a gender no child should be left out!,0
44,1,@originalname198 @owillis No. They’ll count that as gun violence as an excuse to disarm us,0
46,1,"Trump called us a ""mob."" Embrace the term. We are a mob for women's rights and equality, LGBTQ rights, true gun con… ",0
54,1,Let’s elect people who will actively propose/pursue/enact common sense gun reform legislation November 6th! Please… ,0
55,1,"POTUS Trump has MUCH MORE CLASS🔴

He has a blunt honest tell-it-like-it-is style, BUT HE HAS NEVER PUSHED VIOLENCE… ",0
65,1,This is the most ridiculous thing I have ever heard.  I would say most true liberals do not own g*ns and don’t cond… ,0
71,1,???!!!! this is a dumb excuse,0
74,1,"Reading my sub notes for today and the procedure for a hard lockdown fucking blows my mind; having 4th graders ""fin… ",0
78,1,Too much nose candy,0
87,1,This is really the type of world we live in 🤦🏾‍♂️🤦🏾‍♂️,0
90,1,@BretWeinstein Every four years the Democratic party wraps their arm around Lady Liberty's throat and holds a gun t… ,0
110,1,@LuckyGreekGirl @TRJWBauer @BetteMidler Nothing seems to be their strong suit. They gave us failed health now they… ,0
111,1,Even gun could not saved #MananWani forget education..those who glorified violence n brainwashed these scholar kids… ,0
112,1,@RayshonMack I get what you feel but by no means can a dope fiend be compared to an innocent victim of gun violence… ,0
113,1,Those numbers are staggering,0
136,1,#OrangeWaveInNovember,0
137,1,Practical advice I’ve given all my clients: “You cannot dig your way out of a hole.” Instead of dropping the shovel… ,0
144,1,@CNN @MSNBC @FoxNews -has there been a study on how news media with a 24 hour breaking news cycle contribute to gun violence @brianstelter,0
149,1,Some of the most painful and rewarding tweets I have seen on line Is when @KrisParonto tells the truth about… ,0
170,1,Let US rally around our leaders who truly represent our values. If Marsha Blackburn was running in my state she wou… ,0
176,1,This is disgusting,0
181,1,@realDonaldTrump Until we start blaming u for needing assistance...Florida is a 'taker state' - Gov Scott won't car… ,0
186,1,HEY RETARD THERE IS ONLY ONE GUN LAW ITS THE 2ND AMENDMENT!,0
216,1,Were the kids all separated like I’m confused.............. if an active shooter comes do you really have time to s… ,0
247,1,"Bay Area friends! I’ll be in SF next week giving a talk, “The Walking Wounded: Surviving Gun Violence in America.”… ",0
255,1,LAST CHANCE TO REGISTER: The deadline for the ALICE Instructor training course is TOMORROW! Don't miss this valuabl… ,0
267,1,,0
271,1,"@RandPaul @jaketapper My prayers to the family of the victim. However, our children are dying of gun related violen… ",0
285,1,@TedDeutch Lol.  It’s because you don’t like the “effects” on gun violence.,0
290,1,"@sammylondongirl @RealDeanCain @TomArnold @THR @realDonaldTrump Lol, amazing! Countries without guns have lower rat… ",0
302,1,#BeAPatriotVoteBlue,0
306,1,"@JackPosobiec After seeing all the mob violence, I think I need a new gun. Something with a little more flare. 😉",0
311,1,I’m losing faith in humanity,0
341,1,You should be in Prison for multiple Rapes (Bill the Rapist). Plus 26 trips to Ebsteins Pedaphile Island. You are d… ,0
342,1,@joncoopertweets I hope she doesn’t shoot her husband and/or children. Or that they turn the gun on her. That’s mor… ,0
362,1,"Democrats love to play dirty.  Obama's gun to a knife fight quote,  the last minute attack on Kavanaugh was an uppe… ",0
372,1,"@ChestonBooth @benshapiro What specifically would be done to ""curve"" the number of gun deaths in a year? Would it b… ",0
386,1,#BlueWave2018 #VoteBlue2018 #TheResistance #MakeAmericaAmericaAgain #VoteBlue,0
403,1,Young people are 82 times more likely to be murdered with a gun in the U.S. than in peer countries. It's time for u… ,0
405,1,"U.S. cities, with populations of 30,000 or more, were invited to participate in a nationwide challenge. Smith is am… ",0
408,1,"and, those liberals might beat up her husband when he isn't looking .. !",0
426,1,"Yaaay...

",0
435,1,I love this—Conservatives spend the entire week telling liberals it’s ridiculous to question threats against conser… ,0
440,1,@wesrucker247 You want to talk about gun violence?,0
448,1,Any Gun Runner is a terrorist. Plain and simple,0
5,1,"Heard this during @AmericanaFest...

It was written by @MarkErelli, and stunned a room full of radio programmers an… ",0
20,1,"@Dictionarycom pro·mote
prəˈmōt/Submit
verb
1.
further the progress of (something, especially a cause, venture, or… ",0
31,1,Summit Attendees: do you know what Gun Violence is? Gun Violence is any violent act with the use of a gun. Gun viol… ,0
47,1,Fact: DC's gun ban raised incidents of shooting deaths as high as 0.9/day. Rate subsided overnight when ban was lif… ,0
51,1,Social media can be used for positive things like for standing up for a positive movement like the movement on gun… ,0
96,1,I condone this method of shelter for transgender students,0
99,1,@whitenick20 The requirements for a teacher to carry at school should be quite strict: 1) honorable discharge from… ,0
107,1,@Steve_Pippin @BobPattersonJr1 @jamieleecurtis She want to ban guns but her new film is filled with gun violence. Go figure...,0
110,1,"“”We can appropriate the money on prevention, hardening our resources, but if we don't talk about the other glaring… ",0
129,1,I challenge benshapiro to a debate on gun violence and race in the United States. CNN studios in Atlanta has agreed… ,0
173,1,An Active Shooter - The First Ten Seconds  #preppers #guns #knives #shtf #terrorism #camping ,0
178,1,Is the gubbament really engineering gun violence? Can't forget the media. ,0
189,1,You shouldn't even be allowed to comment on our guns.,0
190,1,if the government didn’t want gun violence what sense does it make to give more people guns,0
196,1,kids dying &gt; kids being exposed to genderqueers wtf,0
201,1,"LASD Releases Active Shooter Video, I Give You Free Front Sight Training to Prepare #2A #CCW #tcot #OC [we're on Fa… ",0
221,1,Spending the morning in active shooter training.,0
224,1,@DeepCityPhilly @TheScottCharles I dunno but I'm thinking that all this talk about whether or not Stormy or Melania… ,0
231,1,I am excited to announce @RollingStone premiere of my new song BY DEGREES! The song benefits @GiffordsCourage &amp; 100… ,0
234,1,So tired of all this gun violence.a 12yr old was killed last  if u got life sentence for gun theyd go away,0
238,1,"If you are in favor of a common sense approach to curtailing gun violence, vote for candidates that will make this… ",0
240,1,Serious question when was the last time Kanye was in Chicago before this year?,0
269,1,"Could it be that the emperor has no clothes? As more and more people say ""enough"" to gun violence, the mouthpiece a… ",0
276,1,I really don’t understand why these anti gun #dems are inciting violence against pro gun #republicans?!… ,0
289,1,@CarmineFields5 @mattklewis It would be no doubt unconstitutional if it was applied to the whole country.....but th… ,0
292,1,@JQ_plaintalk Instead of fighting politically India made their choice to fight with  tell me… ,0
307,1,👇🏽👇🏽👇🏽,0
309,1,!!! @daniadams91 !!!,0
311,1,Becouse they have a lot of gun violence,0
313,1,"Brockton police receive $680000 to combat gun violence, drug use - Enterprise News  #CriminalJustice #Degree",0
315,1,"Listen to girls like Aalayah Eastmond, a Parkland survivor, who testified before the Senate Judiciary Committee to… ",0
320,1,Tf us this suppose to mean????? Y’all have gender based shooter shelters???,0
330,1,active shooter drill in my building at work today. let the anxiety commence. #ThisIsAmerica #shotgunblasts,0
360,1,"@joncoopertweets Well, don't know what to say about her and that paronia. Maybe it finally sank in that screwing pe… ",0
366,1,@jaketapper When a cartel gun runner makes a statement calling for violence... it’s a very big deal,0
408,1,"A closet, obviously",0
440,1,Studying the math of gun violence. Seeking models and ways to develop more answers to questions about this social p… ,0
447,1,@HillaryClinton @AllResistNews @realDonaldTrump doesn’t listen to victims of gun violence: he finds it more useful… ,0
457,1,"in 1988, India positioned a very large number of armed forces to suppress Kashmir struggle on gun point. Since then… ",0
0,1,"@MSNBC If any of the @GOP &amp;/or @NRA nuts lost a loved one to gun violence (been there), gun control would not be an… ",0
15,1,@VettingBernie @VoteMarsha How can you possibly blame gun violence on him?  This existed when @POTUS44 was in offic… ,0
23,1,"@DLoesch @Dark_Red_Hair But yet most gun violence is perpetrated by the left. 
Go figure...",0
